PairNames,ListedYear,PublicationYear,Group,PubDiff
Rusty patched Bumblebee (L) Eastern Bumblebee (NL),2017,1974,Invertebrates,0
Rusty patched Bumblebee (L) Eastern Bumblebee (NL),2017,1975,Invertebrates,0
Rusty patched Bumblebee (L) Eastern Bumblebee (NL),2017,1976,Invertebrates,1
Rusty patched Bumblebee (L) Eastern Bumblebee (NL),2017,1977,Invertebrates,0
Rusty patched Bumblebee (L) Eastern Bumblebee (NL),2017,1978,Invertebrates,0
Rusty patched Bumblebee (L) Eastern Bumblebee (NL),2017,1979,Invertebrates,0
Rusty patched Bumblebee (L) Eastern Bumblebee (NL),2017,1980,Invertebrates,0
Rusty patched Bumblebee (L) Eastern Bumblebee (NL),2017,1981,Invertebrates,-1
Rusty patched Bumblebee (L) Eastern Bumblebee (NL),2017,1982,Invertebrates,-2
Rusty patched Bumblebee (L) Eastern Bumblebee (NL),2017,1983,Invertebrates,0
Rusty patched Bumblebee (L) Eastern Bumblebee (NL),2017,1984,Invertebrates,0
Rusty patched Bumblebee (L) Eastern Bumblebee (NL),2017,1985,Invertebrates,-1
Rusty patched Bumblebee (L) Eastern Bumblebee (NL),2017,1986,Invertebrates,0
Rusty patched Bumblebee (L) Eastern Bumblebee (NL),2017,1987,Invertebrates,2
Rusty patched Bumblebee (L) Eastern Bumblebee (NL),2017,1988,Invertebrates,0
Rusty patched Bumblebee (L) Eastern Bumblebee (NL),2017,1989,Invertebrates,0
Rusty patched Bumblebee (L) Eastern Bumblebee (NL),2017,1990,Invertebrates,0
Rusty patched Bumblebee (L) Eastern Bumblebee (NL),2017,1991,Invertebrates,0
Rusty patched Bumblebee (L) Eastern Bumblebee (NL),2017,1992,Invertebrates,0
Rusty patched Bumblebee (L) Eastern Bumblebee (NL),2017,1993,Invertebrates,-1
Rusty patched Bumblebee (L) Eastern Bumblebee (NL),2017,1994,Invertebrates,-1
Rusty patched Bumblebee (L) Eastern Bumblebee (NL),2017,1995,Invertebrates,-4
Rusty patched Bumblebee (L) Eastern Bumblebee (NL),2017,1996,Invertebrates,-2
Rusty patched Bumblebee (L) Eastern Bumblebee (NL),2017,1997,Invertebrates,-7
Rusty patched Bumblebee (L) Eastern Bumblebee (NL),2017,1998,Invertebrates,-7
Rusty patched Bumblebee (L) Eastern Bumblebee (NL),2017,1999,Invertebrates,-4
Rusty patched Bumblebee (L) Eastern Bumblebee (NL),2017,2000,Invertebrates,-4
Rusty patched Bumblebee (L) Eastern Bumblebee (NL),2017,2001,Invertebrates,-8
Rusty patched Bumblebee (L) Eastern Bumblebee (NL),2017,2002,Invertebrates,-7
Rusty patched Bumblebee (L) Eastern Bumblebee (NL),2017,2003,Invertebrates,-5
Rusty patched Bumblebee (L) Eastern Bumblebee (NL),2017,2004,Invertebrates,-12
Rusty patched Bumblebee (L) Eastern Bumblebee (NL),2017,2005,Invertebrates,-8
Rusty patched Bumblebee (L) Eastern Bumblebee (NL),2017,2006,Invertebrates,-9
Rusty patched Bumblebee (L) Eastern Bumblebee (NL),2017,2007,Invertebrates,-10
Rusty patched Bumblebee (L) Eastern Bumblebee (NL),2017,2008,Invertebrates,-14
Rusty patched Bumblebee (L) Eastern Bumblebee (NL),2017,2009,Invertebrates,-13
Rusty patched Bumblebee (L) Eastern Bumblebee (NL),2017,2010,Invertebrates,-15
Rusty patched Bumblebee (L) Eastern Bumblebee (NL),2017,2011,Invertebrates,-15
Rusty patched Bumblebee (L) Eastern Bumblebee (NL),2017,2012,Invertebrates,-23
Rusty patched Bumblebee (L) Eastern Bumblebee (NL),2017,2013,Invertebrates,-24
Rusty patched Bumblebee (L) Eastern Bumblebee (NL),2017,2014,Invertebrates,-25
Rusty patched Bumblebee (L) Eastern Bumblebee (NL),2017,2015,Invertebrates,-44
Rusty patched Bumblebee (L) Eastern Bumblebee (NL),2017,2016,Invertebrates,-26
Rusty patched Bumblebee (L) Eastern Bumblebee (NL),2017,2017,Invertebrates,-24
Rusty patched Bumblebee (L) Eastern Bumblebee (NL),2017,2018,Invertebrates,-35
Rusty patched Bumblebee (L) Eastern Bumblebee (NL),2017,2019,Invertebrates,-40
Rusty patched Bumblebee (L) Eastern Bumblebee (NL),2017,2020,Invertebrates,-36
Rusty patched Bumblebee (L) Eastern Bumblebee (NL),2017,2021,Invertebrates,-36
Rusty patched Bumblebee (L) Eastern Bumblebee (NL),2017,2022,Invertebrates,-37
Rusty patched Bumblebee (L) Eastern Bumblebee (NL),2017,2023,Invertebrates,-49
Salt Marsh Harvest Mouse (L) Western Harvest Mouse (NL),1973,1973,Mammals,1
Salt Marsh Harvest Mouse (L) Western Harvest Mouse (NL),1973,1974,Mammals,-1
Salt Marsh Harvest Mouse (L) Western Harvest Mouse (NL),1973,1975,Mammals,0
Salt Marsh Harvest Mouse (L) Western Harvest Mouse (NL),1973,1976,Mammals,0
Salt Marsh Harvest Mouse (L) Western Harvest Mouse (NL),1973,1977,Mammals,0
Salt Marsh Harvest Mouse (L) Western Harvest Mouse (NL),1973,1978,Mammals,-2
Salt Marsh Harvest Mouse (L) Western Harvest Mouse (NL),1973,1979,Mammals,-1
Salt Marsh Harvest Mouse (L) Western Harvest Mouse (NL),1973,1980,Mammals,-2
Salt Marsh Harvest Mouse (L) Western Harvest Mouse (NL),1973,1981,Mammals,0
Salt Marsh Harvest Mouse (L) Western Harvest Mouse (NL),1973,1982,Mammals,0
Salt Marsh Harvest Mouse (L) Western Harvest Mouse (NL),1973,1983,Mammals,-1
Salt Marsh Harvest Mouse (L) Western Harvest Mouse (NL),1973,1984,Mammals,-1
Salt Marsh Harvest Mouse (L) Western Harvest Mouse (NL),1973,1985,Mammals,0
Salt Marsh Harvest Mouse (L) Western Harvest Mouse (NL),1973,1986,Mammals,-1
Salt Marsh Harvest Mouse (L) Western Harvest Mouse (NL),1973,1987,Mammals,-1
Salt Marsh Harvest Mouse (L) Western Harvest Mouse (NL),1973,1988,Mammals,-2
Salt Marsh Harvest Mouse (L) Western Harvest Mouse (NL),1973,1989,Mammals,1
Salt Marsh Harvest Mouse (L) Western Harvest Mouse (NL),1973,1990,Mammals,-7
Salt Marsh Harvest Mouse (L) Western Harvest Mouse (NL),1973,1991,Mammals,-4
Salt Marsh Harvest Mouse (L) Western Harvest Mouse (NL),1973,1992,Mammals,-2
Salt Marsh Harvest Mouse (L) Western Harvest Mouse (NL),1973,1993,Mammals,0
Salt Marsh Harvest Mouse (L) Western Harvest Mouse (NL),1973,1994,Mammals,-4
Salt Marsh Harvest Mouse (L) Western Harvest Mouse (NL),1973,1995,Mammals,-6
Salt Marsh Harvest Mouse (L) Western Harvest Mouse (NL),1973,1996,Mammals,-4
Salt Marsh Harvest Mouse (L) Western Harvest Mouse (NL),1973,1997,Mammals,-5
Salt Marsh Harvest Mouse (L) Western Harvest Mouse (NL),1973,1998,Mammals,-2
Salt Marsh Harvest Mouse (L) Western Harvest Mouse (NL),1973,1999,Mammals,-4
Salt Marsh Harvest Mouse (L) Western Harvest Mouse (NL),1973,2000,Mammals,-3
Salt Marsh Harvest Mouse (L) Western Harvest Mouse (NL),1973,2001,Mammals,-3
Salt Marsh Harvest Mouse (L) Western Harvest Mouse (NL),1973,2002,Mammals,-1
Salt Marsh Harvest Mouse (L) Western Harvest Mouse (NL),1973,2003,Mammals,-5
Salt Marsh Harvest Mouse (L) Western Harvest Mouse (NL),1973,2004,Mammals,-3
Salt Marsh Harvest Mouse (L) Western Harvest Mouse (NL),1973,2005,Mammals,-4
Salt Marsh Harvest Mouse (L) Western Harvest Mouse (NL),1973,2006,Mammals,-1
Salt Marsh Harvest Mouse (L) Western Harvest Mouse (NL),1973,2007,Mammals,-6
Salt Marsh Harvest Mouse (L) Western Harvest Mouse (NL),1973,2008,Mammals,-4
Salt Marsh Harvest Mouse (L) Western Harvest Mouse (NL),1973,2009,Mammals,-2
Salt Marsh Harvest Mouse (L) Western Harvest Mouse (NL),1973,2010,Mammals,1
Salt Marsh Harvest Mouse (L) Western Harvest Mouse (NL),1973,2011,Mammals,-1
Salt Marsh Harvest Mouse (L) Western Harvest Mouse (NL),1973,2012,Mammals,-7
Salt Marsh Harvest Mouse (L) Western Harvest Mouse (NL),1973,2013,Mammals,-1
Salt Marsh Harvest Mouse (L) Western Harvest Mouse (NL),1973,2014,Mammals,0
Salt Marsh Harvest Mouse (L) Western Harvest Mouse (NL),1973,2015,Mammals,-4
Salt Marsh Harvest Mouse (L) Western Harvest Mouse (NL),1973,2016,Mammals,-2
Salt Marsh Harvest Mouse (L) Western Harvest Mouse (NL),1973,2017,Mammals,-2
Salt Marsh Harvest Mouse (L) Western Harvest Mouse (NL),1973,2018,Mammals,0
Salt Marsh Harvest Mouse (L) Western Harvest Mouse (NL),1973,2019,Mammals,0
Salt Marsh Harvest Mouse (L) Western Harvest Mouse (NL),1973,2020,Mammals,-2
Salt Marsh Harvest Mouse (L) Western Harvest Mouse (NL),1973,2021,Mammals,0
Salt Marsh Harvest Mouse (L) Western Harvest Mouse (NL),1973,2022,Mammals,0
Salt Marsh Harvest Mouse (L) Western Harvest Mouse (NL),1973,2023,Mammals,-1
San Diego Fairy Shrimp (L) Versatile Fairy Shrimp (NL),1997,1973,Invertebrates,0
San Diego Fairy Shrimp (L) Versatile Fairy Shrimp (NL),1997,1974,Invertebrates,0
San Diego Fairy Shrimp (L) Versatile Fairy Shrimp (NL),1997,1975,Invertebrates,0
San Diego Fairy Shrimp (L) Versatile Fairy Shrimp (NL),1997,1976,Invertebrates,0
San Diego Fairy Shrimp (L) Versatile Fairy Shrimp (NL),1997,1977,Invertebrates,0
San Diego Fairy Shrimp (L) Versatile Fairy Shrimp (NL),1997,1978,Invertebrates,0
San Diego Fairy Shrimp (L) Versatile Fairy Shrimp (NL),1997,1979,Invertebrates,0
San Diego Fairy Shrimp (L) Versatile Fairy Shrimp (NL),1997,1980,Invertebrates,0
San Diego Fairy Shrimp (L) Versatile Fairy Shrimp (NL),1997,1981,Invertebrates,0
San Diego Fairy Shrimp (L) Versatile Fairy Shrimp (NL),1997,1982,Invertebrates,0
San Diego Fairy Shrimp (L) Versatile Fairy Shrimp (NL),1997,1983,Invertebrates,0
San Diego Fairy Shrimp (L) Versatile Fairy Shrimp (NL),1997,1984,Invertebrates,0
San Diego Fairy Shrimp (L) Versatile Fairy Shrimp (NL),1997,1985,Invertebrates,0
San Diego Fairy Shrimp (L) Versatile Fairy Shrimp (NL),1997,1986,Invertebrates,0
San Diego Fairy Shrimp (L) Versatile Fairy Shrimp (NL),1997,1987,Invertebrates,0
San Diego Fairy Shrimp (L) Versatile Fairy Shrimp (NL),1997,1988,Invertebrates,0
San Diego Fairy Shrimp (L) Versatile Fairy Shrimp (NL),1997,1989,Invertebrates,0
San Diego Fairy Shrimp (L) Versatile Fairy Shrimp (NL),1997,1990,Invertebrates,0
San Diego Fairy Shrimp (L) Versatile Fairy Shrimp (NL),1997,1991,Invertebrates,0
San Diego Fairy Shrimp (L) Versatile Fairy Shrimp (NL),1997,1992,Invertebrates,0
San Diego Fairy Shrimp (L) Versatile Fairy Shrimp (NL),1997,1993,Invertebrates,0
San Diego Fairy Shrimp (L) Versatile Fairy Shrimp (NL),1997,1994,Invertebrates,0
San Diego Fairy Shrimp (L) Versatile Fairy Shrimp (NL),1997,1995,Invertebrates,-2
San Diego Fairy Shrimp (L) Versatile Fairy Shrimp (NL),1997,1996,Invertebrates,1
San Diego Fairy Shrimp (L) Versatile Fairy Shrimp (NL),1997,1997,Invertebrates,2
San Diego Fairy Shrimp (L) Versatile Fairy Shrimp (NL),1997,1998,Invertebrates,1
San Diego Fairy Shrimp (L) Versatile Fairy Shrimp (NL),1997,1999,Invertebrates,0
San Diego Fairy Shrimp (L) Versatile Fairy Shrimp (NL),1997,2000,Invertebrates,0
San Diego Fairy Shrimp (L) Versatile Fairy Shrimp (NL),1997,2001,Invertebrates,1
San Diego Fairy Shrimp (L) Versatile Fairy Shrimp (NL),1997,2002,Invertebrates,0
San Diego Fairy Shrimp (L) Versatile Fairy Shrimp (NL),1997,2003,Invertebrates,0
San Diego Fairy Shrimp (L) Versatile Fairy Shrimp (NL),1997,2004,Invertebrates,1
San Diego Fairy Shrimp (L) Versatile Fairy Shrimp (NL),1997,2005,Invertebrates,0
San Diego Fairy Shrimp (L) Versatile Fairy Shrimp (NL),1997,2006,Invertebrates,0
San Diego Fairy Shrimp (L) Versatile Fairy Shrimp (NL),1997,2007,Invertebrates,0
San Diego Fairy Shrimp (L) Versatile Fairy Shrimp (NL),1997,2008,Invertebrates,0
San Diego Fairy Shrimp (L) Versatile Fairy Shrimp (NL),1997,2009,Invertebrates,1
San Diego Fairy Shrimp (L) Versatile Fairy Shrimp (NL),1997,2010,Invertebrates,-1
San Diego Fairy Shrimp (L) Versatile Fairy Shrimp (NL),1997,2011,Invertebrates,-1
San Diego Fairy Shrimp (L) Versatile Fairy Shrimp (NL),1997,2012,Invertebrates,0
San Diego Fairy Shrimp (L) Versatile Fairy Shrimp (NL),1997,2013,Invertebrates,-1
San Diego Fairy Shrimp (L) Versatile Fairy Shrimp (NL),1997,2014,Invertebrates,1
San Diego Fairy Shrimp (L) Versatile Fairy Shrimp (NL),1997,2015,Invertebrates,0
San Diego Fairy Shrimp (L) Versatile Fairy Shrimp (NL),1997,2016,Invertebrates,0
San Diego Fairy Shrimp (L) Versatile Fairy Shrimp (NL),1997,2017,Invertebrates,-1
San Diego Fairy Shrimp (L) Versatile Fairy Shrimp (NL),1997,2018,Invertebrates,0
San Diego Fairy Shrimp (L) Versatile Fairy Shrimp (NL),1997,2019,Invertebrates,0
San Diego Fairy Shrimp (L) Versatile Fairy Shrimp (NL),1997,2020,Invertebrates,0
San Diego Fairy Shrimp (L) Versatile Fairy Shrimp (NL),1997,2021,Invertebrates,0
San Diego Fairy Shrimp (L) Versatile Fairy Shrimp (NL),1997,2022,Invertebrates,0
San Diego Fairy Shrimp (L) Versatile Fairy Shrimp (NL),1997,2023,Invertebrates,-1
San Marcos Salamander (L) Northern Grotto Salamander (NL),1980,1973,Amphibians/Reptiles,0
San Marcos Salamander (L) Northern Grotto Salamander (NL),1980,1974,Amphibians/Reptiles,0
San Marcos Salamander (L) Northern Grotto Salamander (NL),1980,1975,Amphibians/Reptiles,0
San Marcos Salamander (L) Northern Grotto Salamander (NL),1980,1976,Amphibians/Reptiles,0
San Marcos Salamander (L) Northern Grotto Salamander (NL),1980,1977,Amphibians/Reptiles,0
San Marcos Salamander (L) Northern Grotto Salamander (NL),1980,1978,Amphibians/Reptiles,0
San Marcos Salamander (L) Northern Grotto Salamander (NL),1980,1979,Amphibians/Reptiles,0
San Marcos Salamander (L) Northern Grotto Salamander (NL),1980,1980,Amphibians/Reptiles,0
San Marcos Salamander (L) Northern Grotto Salamander (NL),1980,1981,Amphibians/Reptiles,0
San Marcos Salamander (L) Northern Grotto Salamander (NL),1980,1982,Amphibians/Reptiles,0
San Marcos Salamander (L) Northern Grotto Salamander (NL),1980,1983,Amphibians/Reptiles,0
San Marcos Salamander (L) Northern Grotto Salamander (NL),1980,1984,Amphibians/Reptiles,0
San Marcos Salamander (L) Northern Grotto Salamander (NL),1980,1985,Amphibians/Reptiles,0
San Marcos Salamander (L) Northern Grotto Salamander (NL),1980,1986,Amphibians/Reptiles,0
San Marcos Salamander (L) Northern Grotto Salamander (NL),1980,1987,Amphibians/Reptiles,0
San Marcos Salamander (L) Northern Grotto Salamander (NL),1980,1988,Amphibians/Reptiles,0
San Marcos Salamander (L) Northern Grotto Salamander (NL),1980,1989,Amphibians/Reptiles,0
San Marcos Salamander (L) Northern Grotto Salamander (NL),1980,1990,Amphibians/Reptiles,0
San Marcos Salamander (L) Northern Grotto Salamander (NL),1980,1991,Amphibians/Reptiles,0
San Marcos Salamander (L) Northern Grotto Salamander (NL),1980,1992,Amphibians/Reptiles,0
San Marcos Salamander (L) Northern Grotto Salamander (NL),1980,1993,Amphibians/Reptiles,0
San Marcos Salamander (L) Northern Grotto Salamander (NL),1980,1994,Amphibians/Reptiles,0
San Marcos Salamander (L) Northern Grotto Salamander (NL),1980,1995,Amphibians/Reptiles,0
San Marcos Salamander (L) Northern Grotto Salamander (NL),1980,1996,Amphibians/Reptiles,0
San Marcos Salamander (L) Northern Grotto Salamander (NL),1980,1997,Amphibians/Reptiles,0
San Marcos Salamander (L) Northern Grotto Salamander (NL),1980,1998,Amphibians/Reptiles,1
San Marcos Salamander (L) Northern Grotto Salamander (NL),1980,1999,Amphibians/Reptiles,0
San Marcos Salamander (L) Northern Grotto Salamander (NL),1980,2000,Amphibians/Reptiles,2
San Marcos Salamander (L) Northern Grotto Salamander (NL),1980,2001,Amphibians/Reptiles,0
San Marcos Salamander (L) Northern Grotto Salamander (NL),1980,2002,Amphibians/Reptiles,1
San Marcos Salamander (L) Northern Grotto Salamander (NL),1980,2003,Amphibians/Reptiles,0
San Marcos Salamander (L) Northern Grotto Salamander (NL),1980,2004,Amphibians/Reptiles,0
San Marcos Salamander (L) Northern Grotto Salamander (NL),1980,2005,Amphibians/Reptiles,0
San Marcos Salamander (L) Northern Grotto Salamander (NL),1980,2006,Amphibians/Reptiles,1
San Marcos Salamander (L) Northern Grotto Salamander (NL),1980,2007,Amphibians/Reptiles,1
San Marcos Salamander (L) Northern Grotto Salamander (NL),1980,2008,Amphibians/Reptiles,1
San Marcos Salamander (L) Northern Grotto Salamander (NL),1980,2009,Amphibians/Reptiles,3
San Marcos Salamander (L) Northern Grotto Salamander (NL),1980,2010,Amphibians/Reptiles,2
San Marcos Salamander (L) Northern Grotto Salamander (NL),1980,2011,Amphibians/Reptiles,0
San Marcos Salamander (L) Northern Grotto Salamander (NL),1980,2012,Amphibians/Reptiles,2
San Marcos Salamander (L) Northern Grotto Salamander (NL),1980,2013,Amphibians/Reptiles,2
San Marcos Salamander (L) Northern Grotto Salamander (NL),1980,2014,Amphibians/Reptiles,1
San Marcos Salamander (L) Northern Grotto Salamander (NL),1980,2015,Amphibians/Reptiles,2
San Marcos Salamander (L) Northern Grotto Salamander (NL),1980,2016,Amphibians/Reptiles,2
San Marcos Salamander (L) Northern Grotto Salamander (NL),1980,2017,Amphibians/Reptiles,0
San Marcos Salamander (L) Northern Grotto Salamander (NL),1980,2018,Amphibians/Reptiles,0
San Marcos Salamander (L) Northern Grotto Salamander (NL),1980,2019,Amphibians/Reptiles,1
San Marcos Salamander (L) Northern Grotto Salamander (NL),1980,2020,Amphibians/Reptiles,0
San Marcos Salamander (L) Northern Grotto Salamander (NL),1980,2021,Amphibians/Reptiles,1
San Marcos Salamander (L) Northern Grotto Salamander (NL),1980,2022,Amphibians/Reptiles,0
San Marcos Salamander (L) Northern Grotto Salamander (NL),1980,2023,Amphibians/Reptiles,0
Santa Catalina Island Fox (L) Gray Fox (NL),2004,1973,Mammals,-2
Santa Catalina Island Fox (L) Gray Fox (NL),2004,1974,Mammals,-2
Santa Catalina Island Fox (L) Gray Fox (NL),2004,1975,Mammals,-2
Santa Catalina Island Fox (L) Gray Fox (NL),2004,1976,Mammals,-1
Santa Catalina Island Fox (L) Gray Fox (NL),2004,1977,Mammals,-1
Santa Catalina Island Fox (L) Gray Fox (NL),2004,1978,Mammals,-5
Santa Catalina Island Fox (L) Gray Fox (NL),2004,1979,Mammals,-2
Santa Catalina Island Fox (L) Gray Fox (NL),2004,1980,Mammals,-2
Santa Catalina Island Fox (L) Gray Fox (NL),2004,1981,Mammals,-3
Santa Catalina Island Fox (L) Gray Fox (NL),2004,1982,Mammals,-1
Santa Catalina Island Fox (L) Gray Fox (NL),2004,1983,Mammals,-5
Santa Catalina Island Fox (L) Gray Fox (NL),2004,1984,Mammals,-3
Santa Catalina Island Fox (L) Gray Fox (NL),2004,1985,Mammals,-3
Santa Catalina Island Fox (L) Gray Fox (NL),2004,1986,Mammals,-2
Santa Catalina Island Fox (L) Gray Fox (NL),2004,1987,Mammals,-3
Santa Catalina Island Fox (L) Gray Fox (NL),2004,1988,Mammals,-3
Santa Catalina Island Fox (L) Gray Fox (NL),2004,1989,Mammals,-2
Santa Catalina Island Fox (L) Gray Fox (NL),2004,1990,Mammals,1
Santa Catalina Island Fox (L) Gray Fox (NL),2004,1991,Mammals,-2
Santa Catalina Island Fox (L) Gray Fox (NL),2004,1992,Mammals,-5
Santa Catalina Island Fox (L) Gray Fox (NL),2004,1993,Mammals,-4
Santa Catalina Island Fox (L) Gray Fox (NL),2004,1994,Mammals,-3
Santa Catalina Island Fox (L) Gray Fox (NL),2004,1995,Mammals,-3
Santa Catalina Island Fox (L) Gray Fox (NL),2004,1996,Mammals,-2
Santa Catalina Island Fox (L) Gray Fox (NL),2004,1997,Mammals,-7
Santa Catalina Island Fox (L) Gray Fox (NL),2004,1998,Mammals,-4
Santa Catalina Island Fox (L) Gray Fox (NL),2004,1999,Mammals,-7
Santa Catalina Island Fox (L) Gray Fox (NL),2004,2000,Mammals,-7
Santa Catalina Island Fox (L) Gray Fox (NL),2004,2001,Mammals,-9
Santa Catalina Island Fox (L) Gray Fox (NL),2004,2002,Mammals,-9
Santa Catalina Island Fox (L) Gray Fox (NL),2004,2003,Mammals,-7
Santa Catalina Island Fox (L) Gray Fox (NL),2004,2004,Mammals,-12
Santa Catalina Island Fox (L) Gray Fox (NL),2004,2005,Mammals,-14
Santa Catalina Island Fox (L) Gray Fox (NL),2004,2006,Mammals,-12
Santa Catalina Island Fox (L) Gray Fox (NL),2004,2007,Mammals,-10
Santa Catalina Island Fox (L) Gray Fox (NL),2004,2008,Mammals,-13
Santa Catalina Island Fox (L) Gray Fox (NL),2004,2009,Mammals,-13
Santa Catalina Island Fox (L) Gray Fox (NL),2004,2010,Mammals,-14
Santa Catalina Island Fox (L) Gray Fox (NL),2004,2011,Mammals,-15
Santa Catalina Island Fox (L) Gray Fox (NL),2004,2012,Mammals,-14
Santa Catalina Island Fox (L) Gray Fox (NL),2004,2013,Mammals,-8
Santa Catalina Island Fox (L) Gray Fox (NL),2004,2014,Mammals,-5
Santa Catalina Island Fox (L) Gray Fox (NL),2004,2015,Mammals,-11
Santa Catalina Island Fox (L) Gray Fox (NL),2004,2016,Mammals,-18
Santa Catalina Island Fox (L) Gray Fox (NL),2004,2017,Mammals,-24
Santa Catalina Island Fox (L) Gray Fox (NL),2004,2018,Mammals,-19
Santa Catalina Island Fox (L) Gray Fox (NL),2004,2019,Mammals,-18
Santa Catalina Island Fox (L) Gray Fox (NL),2004,2020,Mammals,-15
Santa Catalina Island Fox (L) Gray Fox (NL),2004,2021,Mammals,-29
Santa Catalina Island Fox (L) Gray Fox (NL),2004,2022,Mammals,-31
Santa Catalina Island Fox (L) Gray Fox (NL),2004,2023,Mammals,-22
Sonora Chub (L) Roundtail Chub (NL),1986,2023,Fish,-1
Sonora Chub (L) Roundtail Chub (NL),1986,2022,Fish,-2
Sonora Chub (L) Roundtail Chub (NL),1986,2021,Fish,-3
Sonora Chub (L) Roundtail Chub (NL),1986,2020,Fish,-3
Sonora Chub (L) Roundtail Chub (NL),1986,2019,Fish,-4
Sonora Chub (L) Roundtail Chub (NL),1986,2018,Fish,-4
Sonora Chub (L) Roundtail Chub (NL),1986,2017,Fish,-3
Sonora Chub (L) Roundtail Chub (NL),1986,2016,Fish,-1
Sonora Chub (L) Roundtail Chub (NL),1986,2015,Fish,-5
Sonora Chub (L) Roundtail Chub (NL),1986,2014,Fish,-2
Sonora Chub (L) Roundtail Chub (NL),1986,2013,Fish,-2
Sonora Chub (L) Roundtail Chub (NL),1986,2012,Fish,-4
Sonora Chub (L) Roundtail Chub (NL),1986,2011,Fish,-3
Sonora Chub (L) Roundtail Chub (NL),1986,2010,Fish,0
Sonora Chub (L) Roundtail Chub (NL),1986,2009,Fish,-1
Sonora Chub (L) Roundtail Chub (NL),1986,2008,Fish,-3
Sonora Chub (L) Roundtail Chub (NL),1986,2007,Fish,-2
Sonora Chub (L) Roundtail Chub (NL),1986,2006,Fish,-4
Sonora Chub (L) Roundtail Chub (NL),1986,2005,Fish,-4
Sonora Chub (L) Roundtail Chub (NL),1986,2004,Fish,-2
Sonora Chub (L) Roundtail Chub (NL),1986,2003,Fish,0
Sonora Chub (L) Roundtail Chub (NL),1986,2002,Fish,-1
Sonora Chub (L) Roundtail Chub (NL),1986,2001,Fish,-3
Sonora Chub (L) Roundtail Chub (NL),1986,2000,Fish,-1
Sonora Chub (L) Roundtail Chub (NL),1986,1999,Fish,-1
Sonora Chub (L) Roundtail Chub (NL),1986,1998,Fish,-2
Sonora Chub (L) Roundtail Chub (NL),1986,1997,Fish,-1
Sonora Chub (L) Roundtail Chub (NL),1986,1996,Fish,0
Sonora Chub (L) Roundtail Chub (NL),1986,1995,Fish,-1
Sonora Chub (L) Roundtail Chub (NL),1986,1994,Fish,-2
Sonora Chub (L) Roundtail Chub (NL),1986,1993,Fish,0
Sonora Chub (L) Roundtail Chub (NL),1986,1992,Fish,-2
Sonora Chub (L) Roundtail Chub (NL),1986,1991,Fish,-1
Sonora Chub (L) Roundtail Chub (NL),1986,1990,Fish,-1
Sonora Chub (L) Roundtail Chub (NL),1986,1989,Fish,0
Sonora Chub (L) Roundtail Chub (NL),1986,1988,Fish,0
Sonora Chub (L) Roundtail Chub (NL),1986,1987,Fish,-1
Sonora Chub (L) Roundtail Chub (NL),1986,1986,Fish,-1
Sonora Chub (L) Roundtail Chub (NL),1986,1985,Fish,0
Sonora Chub (L) Roundtail Chub (NL),1986,1984,Fish,0
Sonora Chub (L) Roundtail Chub (NL),1986,1983,Fish,0
Sonora Chub (L) Roundtail Chub (NL),1986,1982,Fish,0
Sonora Chub (L) Roundtail Chub (NL),1986,1981,Fish,-1
Sonora Chub (L) Roundtail Chub (NL),1986,1980,Fish,0
Sonora Chub (L) Roundtail Chub (NL),1986,1979,Fish,0
Sonora Chub (L) Roundtail Chub (NL),1986,1978,Fish,0
Sonora Chub (L) Roundtail Chub (NL),1986,1977,Fish,0
Sonora Chub (L) Roundtail Chub (NL),1986,1976,Fish,-1
Sonora Chub (L) Roundtail Chub (NL),1986,1975,Fish,0
Sonora Chub (L) Roundtail Chub (NL),1986,1974,Fish,0
Sonora Chub (L) Roundtail Chub (NL),1986,1973,Fish,0
Southern Sandshell (L) Paper pondshell (NL),2012,2023,Invertebrates,0
Southern Sandshell (L) Paper pondshell (NL),2012,2022,Invertebrates,0
Southern Sandshell (L) Paper pondshell (NL),2012,2021,Invertebrates,0
Southern Sandshell (L) Paper pondshell (NL),2012,2020,Invertebrates,-2
Southern Sandshell (L) Paper pondshell (NL),2012,2019,Invertebrates,-2
Southern Sandshell (L) Paper pondshell (NL),2012,2018,Invertebrates,0
Southern Sandshell (L) Paper pondshell (NL),2012,2017,Invertebrates,-1
Southern Sandshell (L) Paper pondshell (NL),2012,2016,Invertebrates,-1
Southern Sandshell (L) Paper pondshell (NL),2012,2015,Invertebrates,2
Southern Sandshell (L) Paper pondshell (NL),2012,2014,Invertebrates,0
Southern Sandshell (L) Paper pondshell (NL),2012,2013,Invertebrates,0
Southern Sandshell (L) Paper pondshell (NL),2012,2012,Invertebrates,0
Southern Sandshell (L) Paper pondshell (NL),2012,2011,Invertebrates,-1
Southern Sandshell (L) Paper pondshell (NL),2012,2010,Invertebrates,-1
Southern Sandshell (L) Paper pondshell (NL),2012,2009,Invertebrates,0
Southern Sandshell (L) Paper pondshell (NL),2012,2008,Invertebrates,-1
Southern Sandshell (L) Paper pondshell (NL),2012,2007,Invertebrates,-3
Southern Sandshell (L) Paper pondshell (NL),2012,2006,Invertebrates,-2
Southern Sandshell (L) Paper pondshell (NL),2012,2005,Invertebrates,-4
Southern Sandshell (L) Paper pondshell (NL),2012,2004,Invertebrates,-2
Southern Sandshell (L) Paper pondshell (NL),2012,2003,Invertebrates,-2
